orgao_superior_nome;orgao_nome;nome_item;nome_natureza_despesa_detalhada;valor
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;CONSELHO ADMINISTRATIVO DE DEFESA ECONÔMICA;Diárias;DIARIAS NO PAIS;8183.48
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;CONSELHO ADMINISTRATIVO DE DEFESA ECONÔMICA;Diárias;DIARIAS NO EXTERIOR;43772.96
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;CONSELHO ADMINISTRATIVO DE DEFESA ECONÔMICA;Material de Consumo;MATERIAL DE CONSUMO - PAGTO ANTECIPADO;11500
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;CONSELHO ADMINISTRATIVO DE DEFESA ECONÔMICA;Passagens e Despesas com Locomoção;PASSAGENS PARA O PAIS;13929.87
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;CONSELHO ADMINISTRATIVO DE DEFESA ECONÔMICA;Passagens e Despesas com Locomoção;PASSAGENS PARA O EXTERIOR;19041.8
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;CONSELHO ADMINISTRATIVO DE DEFESA ECONÔMICA;Passagens e Despesas com Locomoção;PASSAGENS E DESP.C/LOCOMOCAO-PAGTO ANTECIPADO;3500
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;CONSELHO ADMINISTRATIVO DE DEFESA ECONÔMICA;Diárias;DIARIAS A COLABORADORES EVENTUAIS NO PAIS;311.74
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Apoio Administrativo, Técnico e Operacional;SERVICOS TECNICOS PROFISSIONAIS;77938.94
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Locação de Imóveis;LOCACAO DE IMOVEIS;1478793.75
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Locação de Máquinas e Equipamentos;LOCACAO DE MAQUINAS E EQUIPAMENTOS;172337.25
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Locação de Máquinas e Equipamentos;LOCACAO BENS MOV. OUT.NATUREZAS E INTANGIVEIS;197182.83
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Manutenção e Conservação de Bens Imóveis;MANUTENCAO E CONSERV. DE BENS IMOVEIS;201060.12
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Manutenção e Conservação de Equipamentos;MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS;102780.13
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Manutenção e Conservação de Equipamentos;MANUTENCAO E CONSERV. DE VEICULOS;672673.84
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Apoio Administrativo, Técnico e Operacional;EXPOSICOES, CONGRESSOS E CONFERENCIAS;15678
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Apoio Administrativo, Técnico e Operacional;TAXA DE ADMINISTRACAO;3841.78
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Apoio Administrativo, Técnico e Operacional;FORNECIMENTO DE ALIMENTACAO;1462.5
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Serviços de Energia Elétrica;SERVICOS DE ENERGIA ELETRICA;1595245.12
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Serviços de Água e Esgoto;SERVICOS DE AGUA E ESGOTO;216891.56
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Serviços de Limpeza e Conservação;SERVICOS DOMESTICOS;24052.5
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Serviços de Comunicação em Geral;SERVICOS DE COMUNICACAO EM GERAL;2159037.37
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Serviços de Telecomunicações;SERVICOS DE TELECOMUNICACOES;129516.59
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Apoio Administrativo, Técnico e Operacional;SEGUROS EM GERAL;876.16
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Apoio Administrativo, Técnico e Operacional;FRETES E TRANSPORTES DE ENCOMENDAS;70223.52
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Vigilância Ostensiva;VIGILANCIA OSTENSIVA/MONITORADA/RASTREAMENTO;1665082.39
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Serviços de Limpeza e Conservação;LIMPEZA E CONSERVACAO;1085713.69
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Contratação Temporária;FERIAS - PAGAMENTO ANTECIPADO;-2080.87
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Contratação Temporária;AUXILIO-ALIMENTACAO;19057.47
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Contratação Temporária;AUXILIO-CRECHE;1605
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Contratação Temporária;AUXILIO-TRANSPORTE;2767.7
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Diárias;DIARIAS NO PAIS;3634726.6
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Material de Consumo;MATERIAL P/ MANUTENCAO DE VEICULOS;52100.61
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Material de Consumo;MATERIAL DE CONSUMO - PAGTO ANTECIPADO;8800
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Passagens e Despesas com Locomoção;PASSAGENS PARA O PAIS;486735.61
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Diárias;DIARIAS A COLABORADORES EVENTUAIS NO PAIS;158357.87
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Apoio Administrativo, Técnico e Operacional;ESTAGIARIOS;22851.51
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Diárias;DIARIAS A CONSELHEIROS;9922.43
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Apoio Administrativo, Técnico e Operacional;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;432672.46
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Serviços de Limpeza e Conservação;LIMPEZA E CONSERVACAO;178168.58
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Manutenção e Conservação de Bens Imóveis;MANUTENCAO E CONSERVACAO DE BENS IMOVEIS;28707.91
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Locações de Mão-de-Obra e Terceirização;SERVICOS DE COPA E COZINHA;23732.79
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Manutenção e Conservação de Bens Imóveis;CONDOMINIOS;746823.53
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Apoio Administrativo, Técnico e Operacional;COMISSOES E CORRETAGENS;72062.79
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Apoio Administrativo, Técnico e Operacional;SERVICOS TECNICOS PROFISSIONAIS;1413596.4
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Locação de Máquinas e Equipamentos;LOCACAO DE MAQUINAS E EQUIPAMENTOS;1157.09
MINISTÉRIO DA EDUCAÇÃO;COLÉGIO PEDRO II;Material de Consumo;MATERIAL P/ AUDIO, VIDEO E FOTO;6559.99
MINISTÉRIO DA EDUCAÇÃO;COLÉGIO PEDRO II;Material de Consumo;MATERIAL DE CONSUMO - PAGTO ANTECIPADO;20000
MINISTÉRIO DA EDUCAÇÃO;COLÉGIO PEDRO II;Passagens e Despesas com Locomoção;PASSAGENS PARA O PAIS;0
MINISTÉRIO DA EDUCAÇÃO;COLÉGIO PEDRO II;Locação de Veículos;LOCACAO DE MEIOS DE TRANSPORTE;27805.14
MINISTÉRIO DA EDUCAÇÃO;COLÉGIO PEDRO II;Passagens e Despesas com Locomoção;LOCOMOCAO URBANA;1945.22
MINISTÉRIO DA EDUCAÇÃO;COLÉGIO PEDRO II;Apoio Administrativo, Técnico e Operacional;ESTAGIARIOS;51243.81
MINISTÉRIO DA EDUCAÇÃO;COLÉGIO PEDRO II;Apoio Administrativo, Técnico e Operacional;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;351296.41
MINISTÉRIO DA EDUCAÇÃO;COLÉGIO PEDRO II;Serviços de Limpeza e Conservação;LIMPEZA E CONSERVACAO;466642.41
MINISTÉRIO DA EDUCAÇÃO;COLÉGIO PEDRO II;Vigilância Ostensiva;VIGILANCIA OSTENSIVA;133013.63
MINISTÉRIO DA EDUCAÇÃO;COLÉGIO PEDRO II;Manutenção e Conservação de Bens Imóveis;MANUTENCAO E CONSERVACAO DE BENS IMOVEIS;52869.73
MINISTÉRIO DA EDUCAÇÃO;COLÉGIO PEDRO II;Locações de Mão-de-Obra e Terceirização;SERVICOS DE COPA E COZINHA;67869.43
MINISTÉRIO DA EDUCAÇÃO;COLÉGIO PEDRO II;Locações de Mão-de-Obra e Terceirização;SERVICOS DE BRIGADA DE INCENDIO.;24837.44
MINISTÉRIO DA EDUCAÇÃO;COLÉGIO PEDRO II;Manutenção e Conservação de Bens Imóveis;MANUTENCAO E CONSERV. DE BENS IMOVEIS;63043.15
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Manutenção e Conservação de Bens Imóveis;MANUTENCAO E CONSERV. DE BENS IMOVEIS;63686.44
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Manutenção e Conservação de Equipamentos;MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS;14334.1
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Manutenção e Conservação de Equipamentos;MANUTENCAO E CONSERV. DE VEICULOS;51241.29
MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;Apoio Administrativo, Técnico e Operacional;FORNECIMENTO DE ALIMENTACAO;666072.83
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE RONDONÓPOLIS;Diárias;DIARIAS A COLABORADORES EVENTUAIS NO PAIS;1507.5
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE RONDONÓPOLIS;Apoio Administrativo, Técnico e Operacional;ESTAGIARIOS;32905.05
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE RONDONÓPOLIS;Apoio Administrativo, Técnico e Operacional;FESTIVIDADES E HOMENAGENS;42300
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE RONDONÓPOLIS;Serviços de Água e Esgoto;SERVICOS DE AGUA E ESGOTO;12310.72
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE RONDONÓPOLIS;Tecnologia da Informação e Comunicação;LOCACAO DE SOFTWARES;0
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE RONDONÓPOLIS;Passagens e Despesas com Locomoção;AUXILIO-TRANSPORTE ESTAGIARIOS;4810
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO DELTA DO PARNAÍBA;Contratação Temporária;AUXILIO-ALIMENTACAO;25153.53
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO DELTA DO PARNAÍBA;Contratação Temporária;AUXILIO-CRECHE;609.9
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO DELTA DO PARNAÍBA;Diárias;DIARIAS NO PAIS;6042.64
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO DELTA DO PARNAÍBA;Passagens e Despesas com Locomoção;PASSAGENS PARA O PAIS;19391.63
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO DELTA DO PARNAÍBA;Apoio Administrativo, Técnico e Operacional;ESTAGIARIOS;56378
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO DELTA DO PARNAÍBA;Apoio Administrativo, Técnico e Operacional;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;659.62
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO DELTA DO PARNAÍBA;Passagens e Despesas com Locomoção;RESSARCIMENTO DE PASSAGENS E DESP.C/LOCOMOCAO;90
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO;Contratação Temporária;AUXILIO-ALIMENTACAO;1645
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO;Diárias;DIARIAS NO PAIS;10044.68
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO;Diárias;DIARIAS NO EXTERIOR;14555.38
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO;Apoio Administrativo, Técnico e Operacional;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;318152.38
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO;Vigilância Ostensiva;VIGILANCIA OSTENSIVA;172017.65
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO;Manutenção e Conservação de Bens Imóveis;MANUTENCAO E CONSERVACAO DE BENS IMOVEIS;54469.88
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL;Tecnologia da Informação e Comunicação;SERVICOS TECNICOS PROFISSIONAIS DE TIC;124800
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS;Locações de Mão-de-Obra e Terceirização;OUTROS SERV.DE TERCEIROS PJ- PAGTO ANTECIPADO;2841
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS;Tecnologia da Informação e Comunicação;HOSPEDAGENS DE SISTEMAS;471610.9
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS;Tecnologia da Informação e Comunicação;COMUNICACAO DE DADOS E REDES EM GERAL;0
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS;Tecnologia da Informação e Comunicação;TELEFONIA FIXA E MOVEL - PACOTE DE COMUNICACAO DE DADOS;7943.51
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS;Tecnologia da Informação e Comunicação;OUTSOURCING DE IMPRESSAO;7041.28
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS;Tecnologia da Informação e Comunicação;COMPUTACAO EM NUVEM - SOFTWARE COMO SERVICO (SAAS);34873.6
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS;Passagens e Despesas com Locomoção;AUXILIO-TRANSPORTE ESTAGIARIOS;2280
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;Diárias;DIARIAS NO PAIS;39885.4
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;Diárias;DIARIAS NO EXTERIOR;156874.57
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;Locação de Veículos;TRANSPORTE DE SERVIDORES;782.26
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;Apoio Administrativo, Técnico e Operacional;ESTAGIARIOS;13899.9
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;Apoio Administrativo, Técnico e Operacional;ASSINATURAS DE PERIODICOS E ANUIDADES;13232.71
MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;MINISTÉRIO DO DESENVOLVIMENTO, INDÚSTRIA, COMÉRCIO E SERVIÇOS;Passagens e Despesas com Locomoção;AUXILIO-TRANSPORTE ESTAGIARIOS;2160
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE RONDONÓPOLIS;Diárias;DIARIAS NO PAIS;5398.38
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE RONDONÓPOLIS;Contratação Temporária;AUXILIO-CRECHE;288.9
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE RONDONÓPOLIS;Contratação Temporária;AUXILIO-ALIMENTACAO;32600.91
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE JATAÍ;Apoio Administrativo, Técnico e Operacional;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;800
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE JATAÍ;Locação de Imóveis;LOCACAO DE IMOVEIS;6901.29
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DE JATAÍ;Apoio Administrativo, Técnico e Operacional;ESTAGIARIOS;34034.48
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO SUL DA BAHIA;Diárias;DIARIAS NO EXTERIOR;13667.36
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO SUL DA BAHIA;Diárias;DIARIAS NO PAIS;18621.01
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO SUL DA BAHIA;Contratação Temporária;AUXILIO-TRANSPORTE;2393.93
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO SUL DA BAHIA;Contratação Temporária;AUXILIO-CRECHE;304.95
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO SUL DA BAHIA;Contratação Temporária;AUXILIO-ALIMENTACAO;7567
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO CARIRI;Tecnologia da Informação e Comunicação;OUTSOURCING DE IMPRESSAO;3550
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO CARIRI;Serviços de Telecomunicações;SERVICOS DE TELECOMUNICACOES;838.02
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO CARIRI;Serviços de Água e Esgoto;SERVICOS DE AGUA E ESGOTO;9253.77
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO CARIRI;Apoio Administrativo, Técnico e Operacional;FORNECIMENTO DE ALIMENTACAO;126947.46
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO CARIRI;Manutenção e Conservação de Bens Imóveis;MANUTENCAO E CONSERV. DE BENS IMOVEIS;22.66
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO CARIRI;Passagens e Despesas com Locomoção;PASSAGENS PARA O PAIS;38519.77
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO CARIRI;Diárias;DIARIAS NO PAIS;24291.57
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO CARIRI;Contratação Temporária;AUXILIO-CRECHE;1219.8
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO CARIRI;Contratação Temporária;AUXILIO-ALIMENTACAO;17616.45
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ;Passagens e Despesas com Locomoção;AUXILIO-TRANSPORTE ESTAGIARIOS;11410
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ;Serviços de Água e Esgoto;SERVICOS DE AGUA E ESGOTO;1940.33
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ;Serviços de Energia Elétrica;SERVICOS DE ENERGIA ELETRICA;207780.96
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ;Manutenção e Conservação de Equipamentos;MANUTENCAO E CONSERV. DE VEICULOS;27593.56
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ;Serviços de Limpeza e Conservação;LIMPEZA E CONSERVACAO;293123.19
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ;Apoio Administrativo, Técnico e Operacional;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;88261.89
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ;Apoio Administrativo, Técnico e Operacional;ESTAGIARIOS;46228.15
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ;Locação de Veículos;LOCACAO DE MEIOS DE TRANSPORTE;47140
MINISTÉRIO DA EDUCAÇÃO;UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ;Combustíveis e Lubrificantes;COMBUSTIVEIS E LUBRIFICANTES AUTOMOTIVOS;31371.18
MINISTÉRIO DE MINAS E ENERGIA;AGÊNCIA NACIONAL DE ENERGIA ELÉTRICA;Apoio Administrativo, Técnico e Operacional;SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL;1595095.68
MINISTÉRIO DE MINAS E ENERGIA;AGÊNCIA NACIONAL DE ENERGIA ELÉTRICA;Serviços de Limpeza e Conservação;LIMPEZA E CONSERVACAO;1886
MINISTÉRIO DE MINAS E ENERGIA;AGÊNCIA NACIONAL DE ENERGIA ELÉTRICA;Apoio Administrativo, Técnico e Operacional;SEGUROS EM GERAL;5729.4
MINISTÉRIO DE MINAS E ENERGIA;AGÊNCIA NACIONAL DE ENERGIA ELÉTRICA;Apoio Administrativo, Técnico e Operacional;SERVICO DE SELECAO E TREINAMENTO;2642.79
MINISTÉRIO DE MINAS E ENERGIA;AGÊNCIA NACIONAL DE ENERGIA ELÉTRICA;Serviços de Comunicação em Geral;SERVICOS DE COMUNICACAO EM GERAL;6455.33
MINISTÉRIO DE MINAS E ENERGIA;AGÊNCIA NACIONAL DE ENERGIA ELÉTRICA;Serviços de Água e Esgoto;SERVICOS DE AGUA E ESGOTO;25704.64
MINISTÉRIO DE MINAS E ENERGIA;AGÊNCIA NACIONAL DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS;Material de Consumo;MATERIAL DE CONSUMO - PAGTO ANTECIPADO;6500
MINISTÉRIO DE MINAS E ENERGIA;AGÊNCIA NACIONAL DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS;Material de Consumo;MATERIAL P/ MANUTENCAO DE BENS MOVEIS;0
MINISTÉRIO DE MINAS E ENERGIA;AGÊNCIA NACIONAL DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS;Diárias;DIARIAS NO EXTERIOR;28085.78
MINISTÉRIO DE MINAS E ENERGIA;AGÊNCIA NACIONAL DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS;Diárias;DIARIAS NO PAIS;169433.78
MINISTÉRIO DE MINAS E ENERGIA;AGÊNCIA NACIONAL DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS;Contratação Temporária;AUXILIO-TRANSPORTE;531.52
